,Vedio Urls,No of Views,Date Created,NO of Comments,comments,Likes,Dislikes
184,https://www.youtube.com/watch?v=6j07-PcNv70,896,"Jul 6, 2009",3,"['I am so excited by the prospect of being able to skate and have fun again!', 'yeah ben!', 'Never dissapoints. All so sick.']",13,0
185,https://www.youtube.com/watch?v=9bXc3bBYXXs,923,"May 18, 2011",0,no Comments ,2,0
186,https://www.youtube.com/watch?v=qnncxK8J8KU,666,"Jun 25, 2010",0,no Comments ,0,1
187,https://www.youtube.com/watch?v=Ocp1D7vzOU0,4274,"Jan 16, 2011",1,['1:52 гусь-агрессор)'],12,1
188,https://www.youtube.com/watch?v=rodRVttH1zg,52,"Jul 27, 2011",0,no Comments ,0,0
189,https://www.youtube.com/watch?v=WdasRvN4NT0,1111,"Mar 8, 2010",0,no Comments ,2,2
190,https://www.youtube.com/watch?v=V27TsjW4i9w,2517,"Mar 24, 2010",0,no Comments ,2,0
191,https://www.youtube.com/watch?v=DJTkboM7R2A,251,"Sep 24, 2011",0,no Comments ,0,0
192,https://www.youtube.com/watch?v=CsbNgBz0Sp0,1129,"Nov 14, 2010",0,no Comments ,1,0
193,https://www.youtube.com/watch?v=qoiLHODyF8g,16,"Jun 13, 2011",0,no Comments ,0,0
194,https://www.youtube.com/watch?v=zWC25FpidBI,3450,"Apr 23, 2011",2,"['keleti :D', 'ez keletibe vagy nyugatiba ment?:)']",3,0
195,https://www.youtube.com/watch?v=uHMA_nXU0tA,556,"May 28, 2011",0,no Comments ,0,0
196,https://www.youtube.com/watch?v=wcOuc6Y3Gek,647,"May 20, 2010",0,no Comments ,0,0
197,https://www.youtube.com/watch?v=aOzdHQyLhgc,2710,"Sep 24, 2011",6,"['Random stuff in Oregon must see this rare', 'Yes it does, ', 'That looks just like an eljer hygiean with a much quicker flush', ""They should've sold those on flushometer."", 'I wonder what the tank inside looks like.', 'It flushes like it has a flushometer instead of a tank.']",8,0
198,https://www.youtube.com/watch?v=l4sdxYUAiJQ,465,"Jul 27, 2011",0,no Comments ,1,0
199,https://www.youtube.com/watch?v=jgEFeOtiCi8,1064,"Jun 22, 2010",1,"['Hi,\n\nist Siggi der Fahrer mit der Cam oder der gefilmte auf der Falco?']",0,0
200,https://www.youtube.com/watch?v=5x2rszzHPZk,3190,"Jun 15, 2008",13,"[""Thanks for your kind words!  I have more that I have to add.  The picture quality is amazing, however it lost much when youtube converted it to it's format.  Thanks Again!!"", 'I CANT BELEIEVE I MISSED THIS!!! \n(-_-)', 'Excellent video.  You did an excellent job of capturing Pride!  :-D', 'Awesome', 'BEST PRIDE TO DATE!!!1', 'You Tube has its ways of doing a number on videos.  My videos of Pride looked different on my computer than on You Tube.  :-S  Love your video.  Thank you for sharing Edmonton Pride with the world.', '[ميكي] ويلسون [فوك] فوق إعاقة', ""I Am Straight And Proud.\nSo Hate me all you want Gay's."", 'interesting that you are looking at a Gay Pride video.    Curious darling...lollololol', 'Makes me proud to be a gay Edmontonian. ', 'hahaha, what god? where was he when those women were raped? HAHA god... you make me laugh.', 'Maybe our city should hv a straight pride day too. ', 'Hate is the real sin.']",13,2
201,https://www.youtube.com/watch?v=LVGAb1YqxSU,1310,"Jul 19, 2009",1,['Hola gracias discúlpe como podría hacer para poder comprar un cachorro pekines de esa calidad gracias a la espera de su pronta respuesta quedó bendiciones mi wasap es el 87041668'],3,0
202,https://www.youtube.com/watch?v=PTdnrS3LvB8,1016,"May 18, 2009",2,"['is there anywhere i can find ""tumbleweed"".   just heard it on philip\'s phile. Phantastic.', 'Woo hoo!! -b@gheri']",5,0
203,https://www.youtube.com/watch?v=G4gbzasip28,5609,"Jun 12, 2007",0,no Comments ,1,1
204,https://www.youtube.com/watch?v=n8nWTpm9OXc,2572,"May 19, 2009",2,"['Jajajajajajajajja!!!!', 'Que lindo cantan mis niños.  ']",17,2
205,https://www.youtube.com/watch?v=r3Mc7BCBZ-o,56,"Aug 17, 2011",0,no Comments ,0,0
206,https://www.youtube.com/watch?v=F_88eTR1pKU,2556,"Jun 12, 2009",0,no Comments ,2,0
207,https://www.youtube.com/watch?v=2WZBEC7QfmI,1140,"Feb 19, 2008",2,"['コメントありがとうございます♪\nトラちゃん、考えてますね。\nトラちゃんは頭脳派で、チビちゃんは直感派です。\nクロネコの箱に入る黄色猫も、なかなか良いですよね！\nチビちゃんは箱があると、最後の最後まで、かじっています。\nまあ、歯磨きになるかしらと思っています。', '「チビちゃんは箱を食べるのが好きなんでしょうね。」is the best Japanese!\nYour Japanese is also very good!!!\nTHANK YOU!']",2,0
208,https://www.youtube.com/watch?v=5GpziDmwRTc,7544,"Jan 23, 2011",0,no Comments ,17,1
209,https://www.youtube.com/watch?v=vpGmNwNfBkI,1995,"Jun 8, 2009",10,"['OMG!!! I love his husky speak. They always have so much to say lol. So beautiful', 'Haha maybe.... :P', '@xiaoli26 Yes she is, by about 4 years', 'I love your huskies im getting one in 2 weeks a red one with green eyes im so exited , after looking at these videos :)', ""HE says, if I can't have it, I'm going to screw up your rug!"", 'Aww so cute, my husky used to do that when he was that age :) He used to complain at our German Shepherd who is 5 when she had his toy, now our little husky german shepherd X does it the same to him :)', ""i didn't know nikki's older than niko??\nis she?"", 'hi what kind of camera do u have?', 'SPOILT!', 'this is probably a stupid question but did you name him after the grand theft auto 4 character?']",16,1
210,https://www.youtube.com/watch?v=HN-3LaZVuCs,19037,"Oct 16, 2009",12,"['very nice S1 RS Turbo i want to ask which ford have you take the wheels please\n\ni love them it will be feet really nice on my S2 RS Turbo\n\nthanks for the answer', 'Looks clean m8. I miss my Series 1.', 'Sweet as!!!!!!', 'awsome motor that can i have it lol ', 'really cool.', 'Sickkkkkk    Bruv', 'thanks a lot for the complete answer i go to see on ebay\n\nthanks', 'Sad to see this is no longer being used.', 'Shit vid', 'my m8 has got an rs s/1. he only uses it around 6 times a yr to go to the shows .!! wot a waste', 'my m8 has got an rs s/1. he only uses it around 6 times a yr to go to the shows .!! wot a waste', 'Nice s1 mate, is this at bournmoore garden centre, I only live at shineyrow I have an s1 my self, yours looks clean are you out init much, check mine out in my vids.. Cheers']",19,0
211,https://www.youtube.com/watch?v=7jj7SzlgM5U,37376,"Jul 7, 2009",5,"['Ki massa sempre quis saber como funciona uma comporta =)', 'Eu vou fazer um projeto para a escola sobre eclusas.esse vídeo ajuda muito', 'gostei', 'manow gostei muito to fazendo trabalho de escola ajudou muito brotãwo', 'Achei fantástico. Um vídeo capaz de nos conduzir a novos conhecimentos. Aprendi, hoje, um pouquinho mais sobre o que os homens de visão larga são capazes de realizar. Parabéns!.']",45,11
212,https://www.youtube.com/watch?v=YDd_skWNTMs,637,"Sep 3, 2010",3,"['haha codys is in my health class man', 'i seee Austinnn:)', 'Kaka park bro lol']",4,0
213,https://www.youtube.com/watch?v=W7G4NTsB4Qo,52465,"Jan 17, 2011",19,"['uma das melhores praias orgulho de ser potiguar ♡', 'cidade do sol e de praias maravilhosas', 'pra mim a melhor praia é a praia do meio', 'e muito bom eu   amo essa praia maravilhosa ♡♡', 'musica irada... sempre vejo esse o cara que ta empurrando o carro de cds', 'Gostei da música 🎶', 'Amo a praia do meio', 'Amo a praia do meio e muito legal', 'queria morar em natal', 'O Povo deveria sujar menos a praia!!!', 'Vcs nao pode juja apraia vcs ser suja a praia do meio vao sir ver com migo', 'amo praia do meio moro perto dela', 'Morei perto dessa praia em 1998\nEra muito boa na época ir todo dia na praia e 3 vezes na semana ia jogar bola das 19:00 As 22.00 hras uma das  melhor época da minha vida amo essa praia e praia de ponta negra.  Moro em SP e agora em Dezembro fui com a família de carro pra eles conhecerem essa cidade maravilhosa e tbm conhecer o meu Ceará. Natal cidade maravilhosa e música leve! gosto muito logo volto curti essas maravilhas e ver amigos', 'Nao chame a praia nao e ruim ser dizerem que a praia e ruim  vai sofre amo praiaaa', 'Morei em Natal por 12 anos...fui tanto nessa praia.', 'ESSE É MUITO BOM. EU RECOMENDO INCLUSIVE  AOS TURISTAS QUE VEM DE OUTROS PAÍSES. VENHA COMER UMA TAPIOCA E UM PEIXE FRITO NA PALHA DA BANANEIRA! VENHA... TRAGA SUA FAMÍLIA, VOCE VAI ADORAR. CREIA. ABRAÇOS OTACILIO RAIMUNDO SOBRINHO. POTIGUAR DE ANGICOS/RN. MAS QUE MORA EM SÃO PAULO DESDE 1974. ABRAÇOS! BOM DIVERTIMENTO, TOME UMA GELADINHA POR MIM!   KKKKKKKKKKKKKKKKK', 'Sexta garantida na praia do meio', 'Moro aí perto... O praia Ruim !!!', 'PIOR PRAIA DE NATAL']",144,15
214,https://www.youtube.com/watch?v=GfJrBpcFCFg,1654,"Jan 5, 2010",11,"['I am not sure whether my reply was sent.\nPlease confirm\nTrevor', 'Hi again \nI expect you have now read the spec on the forum.\nIts a nice item to have on your railway!\nBest regards  Trevor', 'Hi, Yes you are correct.\nRoger would have made it to any scale, but I thought that 1.29 would fit OK to run with both G1 and (general) G scale.\nTrevor', ""It must be that model I've seen in the Gauge 1 Journal. By the way, am I right in saying it's 1:29 scale?"", ""Hi again\nSorry, didn't realize you were 00 gauge.\nI can only get you a quote in Gscale,Gauge 1 or Gauge 3\nApologies\nRegards   Trevor "", 'Wow, really cool!  It looks like the rest of the crane is fully functional?  Is this electric or live steam?', 'Sorry about that.I said that as far as I was aware there were two only made about 6 years ago.\nOne was to a scale of 22.5 (G3) which runs on 64mm track and mine to an approx scale of 1:29. The former was driven by live steam which was remarkable!\nIf you let me know the scale that you may be interested in and I will ask my friend Roger to come up with some current prices. Please bear in mind that it would be a minimum 12 month project. Regards  Trevor ', 'i got this reply just your confirm message tho ', ""Brilliant! It's just as well I have some AristoCraft items."", 'who makes this cranes as i want one and where i can buy one ', 'myn is the oo scale i think normal size track ']",6,1
215,https://www.youtube.com/watch?v=zuJ64btB_Uc,138,"May 30, 2010",0,no Comments ,0,0
216,https://www.youtube.com/watch?v=X6lrqo56paY,780930,"Apr 14, 2011",20,"[""Jordan your voice sounds different in your earlier videos! I swear you're always sick!"", 'Like if your watching in 2015', 'Man, I think your voice has totally changed after years and years of game commentary.', 'like if your watching in 2o14', ""don't worry Jordan you don't take those class for much longer"", '2:25:\nJordan, "" Storage cube.""\n*portal changes to area with the cube*\nMe: "" Perfect timing.""', 'Jordan. You get an A for Aperture', ""I'm watching dis in 2018. This  kinda feels like time traveling"", 'Ive been watching the letsplay backwards. OOPS!', 'I laughed so hard when he said "" There we gar."" I swear I almost choked. XD', 'Ah! Makes me wanna play portal again. The memories.', '""Mom, I got an \'A!\' I\'m good Mom, I got an \'A!\'""', 'Hello visitors of Aperture Science! We had some trouble with this test subject. Chell I thaught was a woman, well we can all be wrong sometimes. And her name wasnt even Chell, it was Jordan. Im surprised he even past walking through the first portal! Cave Johnson out.', '20:35 i was screaming YOU CHEATED PAST HALF THE LEVEL!!!', 'There we gar. ;D', ""2:35 that's a fail! that's a portal timing fail! ROLL THE NEXT CLIP STEVEN!"", 'tags:\n""we wee weee soooooooo excited gonna have ourselves good time partyin partying yeah""', 'lol. I thought I was the only one having this ""situation"" but I still appreciate your video.', 'like if you are watching in 2015', '""it has been fun"" for you!']",10K,870
217,https://www.youtube.com/watch?v=RJ1PJASDXG0,830,"Sep 5, 2011",11,"['Cool bro! glad to see your back, kind of? have fun mate:)', 'Beckett and Pinter .....2 of my all time favorites.  Often, YT drama reminds me of Waiting for Godot.  Nice!!!', 'Cool! Those Victorinox are so handy I have one near me all the time. Thanks.', ""@stripymccatpuss vivid imagery, I'll look forward to the Caipiroska video then ;)"", 'Nice...my Swiss Tool is the best one I have ever owned!', '@stripymccatpuss now that would be a full time job!', 'nice tool', 'nice...', 'Do we get to see a Caipirinha in your hand soon?', 'small victories... small victories...', 'Cool Victorinox, nice little tool to have. Glad to see ya enjoying yourself and spending time with Mrs.stripymccatpuss. ']",11,1
218,https://www.youtube.com/watch?v=ZPvj9WnRrk0,766,"Sep 17, 2009",0,no Comments ,1,0
219,https://www.youtube.com/watch?v=fZf2jjpfdOQ,3025,"Aug 10, 2009",2,"['@joeyfinneran  yes', 'making Jason Bourne to get upset']",4,0
220,https://www.youtube.com/watch?v=74Qnj65aBf8,1356,"May 25, 2011",0,no Comments ,0,0
221,https://www.youtube.com/watch?v=PT6u63wHOhs,991,"Jun 21, 2009",0,no Comments ,5,0
222,https://www.youtube.com/watch?v=XoFY8ZXoyXY,59,"Apr 28, 2009",0,no Comments ,1,0
223,https://www.youtube.com/watch?v=dCjKa9IWK84,2748,"Mar 10, 2010",0,no Comments ,6,0
224,https://www.youtube.com/watch?v=6DDU5ON6IwY,165250,"Oct 29, 2010",12,"['ぽっちゃん、天国でも元気でね', 'ポっちゃん、三角目がステキ♪\n邪魔しいなのは、かまってちゃんだからですね。', 'お膝にネコ・・・これからの季節たまらないですね。', 'うえぇぇえぇ', '目つきがつぼ＾＾', '顔毛がモッフモッフ笑', '鳴き声でやられました、可愛い(*´д｀*)', '前に飼ってたサビ猫思い出した～…………私もよく噛まれたなぁ笑', 'ブサ可愛いなww', '很無聊呢？', 'ポッちゃんかわゆ❤️\nまた爪切りの後変なおじさん踊らせる(笑)😺', '8年前、老女。\n今現在、老女。']",225,8
225,https://www.youtube.com/watch?v=t_txZXkAEBo,56,"Mar 22, 2011",1,['Oh wow lol'],3,0
226,https://www.youtube.com/watch?v=gQSzsCla9jM,280,"Nov 15, 2010",0,no Comments ,1,1
227,https://www.youtube.com/watch?v=-nzoTgCUg_o,1187,"Jun 12, 2011",2,"['edição classe A', 'this is a longboard no a skate']",9,0
228,https://www.youtube.com/watch?v=d27zz013hq8,2068,"Mar 9, 2011",2,"['аха :)))', 'Бесконечный кот)))']",12,0
229,https://www.youtube.com/watch?v=CriHeonI3Y8,546,"Oct 7, 2011",17,"['nope it doenst.was playing on caspian border with friend and my MAV was like 500 m  from me.', '@wickederwheat1 Playing only on pc :D', '@wickederwheat1 trust me its easier to notice mav on this map, than on caspian border :D', ""@wickederwheat1 i was talking about points for  driving ur teammates' c4 to enemies xD. Dunno about stinger and mav. didnt  get that in beta "", '@wickederwheat1 tank kills yeah, pretty easy. But chopper or jet takedown will be very difficult because mav is very slow.\nAnd i doubt they gonna give u awards for doing this ( only for kills and spot (', '@psychotik555 haha yeah for sure xD', '@wickederwheat1 no i think dice said that the only way to destroy it is arming :/ but u can always kill some people who trying to disarm it  xD', '@wickederwheat1 its ammount of mavs u can deploy.but it was glitchy in beta.', '@wickederwheat1 no i wish u cant :p Cratebashers were so annoying in bc2. DIce did a great job fixing this', '@wickederwheat1 and thx for watching )', '@wickederwheat1 nope. its just a gadget.it replaces motion sensor if u choose mav', '@wickederwheat1 well its not my fault that enemies are blind. this thing is easy to destroy. and its very noisy', ""@wickederwheat1 didnt unlock it( But u will still need friend,because claymore is support's gadget and mav is recon's :P"", ""Lolilol pashu nice vid, it's pretty funny to look the ennemy's reaction :D"", '@wickederwheat1 sucking hitreg. and speed yeah.u need to be fast enough', 'hehe :D', 'Ready for BOTSLEFIELD?\nc4 mavs and eods']",3,1
230,https://www.youtube.com/watch?v=aJPwCwgM54c,2382,"Apr 5, 2010",1,['BOMBEIROS HOMENS DE DEUS...'],7,1
231,https://www.youtube.com/watch?v=qzcz09xk62E,13639,"Mar 20, 2009",8,"['cuanto por el gato :)', 'es su naturaleza... es cazador.... no podemos hacer nada....', 'Mi gatita me trajo un gorrion vivo y yo que hice le Grite fuerte NO y ella lo solto lo cure, le quite la sangre y lo solte libre.\nyo se que es su instinto animal pero también ay que enseñarles no sabes en que situation podra estar donde necesitaras tener un Ave y un gato juntos😒', 'Pinche felino, se paasaa', 'Gato peruano', 'Serías igual de animal, ya que el gato caza por instinto, no es que sea malvado. Además tragas carne ¿no?.', 'en si para ojos nuetros es una lastima , pero no se debe hacer nada  pq ya es tarde\nel gato con el mordisco le ha hecho eridas internas y ademas la saliva del gato contiene vacterias potentes que hacen daño al organismo', 'Sbastian Hernandez.No tienes derecho a desir k matarias a ese gato ppork a casado no por diversion si no por supervivensia.Tu comes carne no?piensa como se siente la vaca antes d k la maten.Ademas si no te gusta el video pak coño lo miras eh?']",16,11
232,https://www.youtube.com/watch?v=iQRBcb8CqSc,204,"Jun 12, 2010",0,no Comments ,1,0
233,https://www.youtube.com/watch?v=GKzmWbTzZ_Y,13762,"Jul 18, 2010",2,"['1) Where was this moose when I was there?! and 2) He just wanted to use the kayaks......haha.', 'Dave this is so AWESOME! and I love the music added to it!']",34,1
234,https://www.youtube.com/watch?v=EfAjNKO1WPQ,671,"Jul 12, 2009",0,no Comments ,3,0
235,https://www.youtube.com/watch?v=YXNDCIDlK1g,1328,"Apr 27, 2009",0,no Comments ,0,0
236,https://www.youtube.com/watch?v=C5Na3xbcgGQ,17252,"Jun 6, 2011",14,"['@nisnast a Ubisoft é francesa, só que ela tem vários escritórios em várias partes do mundo, incluindo ai o Canadá, mas a sede da empresa é na França', '@pedroaugustocampos eu nunca joguei, mas deve ser tão divertido quanto a versão de Wii =)', '@AAAGamesMaster o narrador da UOL me disse pelo twitter que a vídeo análise dele está em produlção', 'eu tinha pra playstation 2', 'voce recomenda esse jogo pra ps2???ou se nao for no wii nao tem graça?vlw e bom video', 'nossa mano, esse jogo é antigão, pq a review dele agora?...', 'Alguém sabe o nome do jogo de PS1 que é parecido com Rayman,  ele é parecido com um boneco de massa que, não lembro muita coisa, lembro que ele podia sair do corpo e jogar por uma parte só com a alma e dps voltava ao corpo.', 'Cara com eu odeio esses coelhos.\nEu adorava bater nesses desgraçados, mas nunca fui com a cara dele.\nEles para mim é o claptrap para o borderlands', 'O jogo é de 2006 ,porém só falam dele em 2011 ?', 'ele e muito daora eu tenho', 'parece ser legal', 'FALTA DO RAYMAN ORIGINS NESSE CANAL...', 'O nome dos coelhos é rabbids', 'Se não me engano esse jogo é bem velho não?Eu acho que eu jogaria por ser engraçado mas nã compraria ele,alugar talvez,ah,e o cara da video ele comete um erroma Ubisoft é canadense,eles só falam francês.']",69,2
237,https://www.youtube.com/watch?v=DDwrAvm6CJE,8621,"Sep 3, 2011",13,"['@Flymigi Danke dir:)', 'da war ich 2005 auch ;)', 'Sehr schönes Video \nVielen Dank', 'Der Chameleon am ende ist voll geil :))))', 'Gratuliere Migi, super Qualität und tolle Aufnahmen.\nHerby', 'Sehr schöne Qualität', 'was sind die nachteile,an von diesem camcorder?', 'Hallo Miggi, ich bin begeistert von deinem Video. Ein toller Zusammenschnitt und sehr interessant. Ich war leider noch nie in Nürnberg. Danke dir, dass ich hier die Gelegenheit habe in Top Qualität Ausschnitte vom Zoo zu sehen.\nLG von\nMalu', '@Flymigi also ich wünsche mir einen camcorder zu Weihnachten,der halt nicht über 300 euro ist. ich würde damit so pferde und so flimen,halt so schnellere ausfnahmen machen mit viel bewegung. ist der dafür geeignet?', 'ein richtig schönes video. nürnberg ist mir etwas weit, um mal eben dort ein besuch abzustatten. scheint sich wohl aber zu lohnen. besonders wegen der delphine.', 'Wo wohnst du eigentlich wenn du im Tiergarten warst? Ich war dieses Jahr auch schon oft im Tiergarten. Ich wohne in Röthenbach an der Pegnitz ist  ja  zum Tierpark quasi um die Ecke. mfg Heiko', 'Tolle aufnahmen migi\nDanke das du die lagune zeigst wollte sie schon immer mal sehen.. hatten aber noch keine zeit nach nürnberg runter zufahren, waren dieses jahr schonmal dort da war sie aber noch im bau. Hab aber dafür ne wiesent geburt miterlebt die ich bald auch auf YT hochlade sobald mein inet besser ist..! =)', 'Schöner Streifzug durch den Nürnberger Zoo. War das ein Suppenknochen, mit dem der Eisbär gespielt hat? Immer wieder faszinierend sind die Seehunde und Delphine. So langweilig wie das der Eisbär am Schluß andeuten will, war der Film bestimmt nicht. Gruß aus dem Unterallgäu']",21,4
238,https://www.youtube.com/watch?v=3_JJA53X940,406,"Aug 29, 2006",0,no Comments ,3,0
239,https://www.youtube.com/watch?v=oiga-MUmnqg,3014,"Jan 18, 2010",1,['可愛いね^^'],4,0
240,https://www.youtube.com/watch?v=ypC9L5um-ic,15,"Aug 22, 2011",0,no Comments ,0,0
241,https://www.youtube.com/watch?v=uPqnhJq_S5Y,2176,"Mar 5, 2009",0,no Comments ,0,0
242,https://www.youtube.com/watch?v=M-w0NTahjdA,970,"Jun 12, 2011",0,no Comments ,1,0
243,https://www.youtube.com/watch?v=ekapS0l6id0,168944,"Jul 16, 2006",0,no Comments ,134,33
244,https://www.youtube.com/watch?v=ez5RcUDpMoI,693,"Jun 2, 2010",0,no Comments ,2,0
245,https://www.youtube.com/watch?v=CXF7K8R0ZoI,10,"Jun 7, 2010",0,no Comments ,0,0
246,https://www.youtube.com/watch?v=gkJo9KlW_Gk,2066,"Nov 16, 2009",0,no Comments ,1,1
247,https://www.youtube.com/watch?v=ngE_mlmsaqY,6,"Jun 6, 2011",0,no Comments ,0,0
248,https://www.youtube.com/watch?v=3L759GhRx6M,1233,"Oct 16, 2011",0,no Comments ,3,0
249,https://www.youtube.com/watch?v=45ScMDq4wq4,2282,"Aug 22, 2010",0,no Comments ,0,0
250,https://www.youtube.com/watch?v=AVrXHLl2PfU,448,"Aug 10, 2011",0,no Comments ,0,0
251,https://www.youtube.com/watch?v=XhWMunp95oM,468,"Dec 14, 2009",0,no Comments ,0,0
252,https://www.youtube.com/watch?v=kkUCb2Xm900,3047,"Oct 26, 2010",2,"['有快轉@@?', '???????????????????????????????????']",2,0
253,https://www.youtube.com/watch?v=dFsxl0FLjMg,441,"Aug 7, 2009",0,no Comments ,0,0
254,https://www.youtube.com/watch?v=kyoGUBp_tgU,4093,"Jun 15, 2010",0,no Comments ,5,0
255,https://www.youtube.com/watch?v=SfyB04LweWw,3765,"May 1, 2010",0,no Comments ,11,1
256,https://www.youtube.com/watch?v=r9jyOtbfWs8,28,"Jul 3, 2011",0,no Comments ,0,0
257,https://www.youtube.com/watch?v=GceLsS4AwH8,9668,"Jun 22, 2009",5,"['Красавчики! :)', '✋АБАЗА 💂 СИЛА 💪', 'Abazakua shabatsawa ? :)', 'Молодца!!!', 'кара швщума?']",19,0
258,https://www.youtube.com/watch?v=7pRQKioZwiE,906,"Nov 24, 2009",1,['gröööhl total die putzigen Räuber^^Full *****'],3,0
259,https://www.youtube.com/watch?v=T2s3UoSBHeg,179533,"Mar 29, 2011",20,"['Schönes Video ^^', 'Herr Hummel ist echt nett dürfte ihn kennen lernen', 'Herzlichen Glückwunsch ! ;-)', 'HaHaHa Jaa!! Sehr sehr geil :D Kabel gehalten....Dass kennt der bestimmt wen er die Kamera auflädt...Da Hält der auch dass Kabel ', 'den rtw hab ich auch und ich binn ein madchen', '11:37 11:37 11:37 11:37 11:37 11:37 11:37 11:37 11:37 11:37 ', 'kabel xDD oh man.. ', 'cooles viode', 'dein ernst?!?!?!', 'Das Kabel gehalten , ich geh freckt  xD', 'hallo ich bin bei der Feuerwehr', '@Steffen Lang s-rohr bedeutet schnellangriffsrohr und wird meistens eingesetzt wenn absehbar ist dass nur ein rohr benötigt wird ', 'Angrifstrupp zur brandbekämpfung mit 1. Kabel vor :D XDDD ', 'Wie viele Einsätze fäght so eine Werkfeuerwehr eigentlich so am Tag ?', '@MrMunch271 andere frage, wieso darf der andere kollege ALLEIN durch die übungsstrecke ;) mkg tobias', 'JA die rolle is wirklich tragend', 'Beste oder?', 'also bei der JF Kiel Wellsee kanst ja in interessant nach gucken', 'Schnellangriff :) Hehe also der Schlauch kann Formstabil sein oder nicht Formstabil :)', 'wie viel Einsäze hat so eine Werkfeuerwehr den ?']",304,25
260,https://www.youtube.com/watch?v=uT5KaMXIdj4,3646,"Sep 11, 2011",1,['PROČ UŽ SE ZDE NEHLÁSÍ NĚMECKY?'],10,1
261,https://www.youtube.com/watch?v=AwNMnOR66qg,99,"May 12, 2010",3,"['danngg huge collection =)', 'interesting.hmmmm very interesting..lol', 'I have a gazillion zines grl...it keeps me sane...i save a lot of clippings n pages for my decos n stuff...i like ur file though...smart ideo for the really gd stuff in magazines...kudos chica*']",1,0
262,https://www.youtube.com/watch?v=L7fZ40x5d2M,2753,"Oct 29, 2010",2,"['HARD CORE', 'now if only the auto button could be on the other end of the knife :)']",5,4
263,https://www.youtube.com/watch?v=gmo47qlBt8M,930,"Oct 14, 2011",9,"['Kiitos Miika :) great photos! ', 'onko siis XDXDXD', 'Very good!  Where can I see more of your videos?', 'You can see the finished work at my Flickr stream, but YouTube doesen´t allow hyperlinks in commentary. So just search ""mesolithicmiika"" at Flickr, and find photo named ""Kuttelo´s River Spirit"". :)', 'Nice! Look into NorthWest native American post pounders. I bet the natives there used the same.', 'jeeeee obko toi iha iha ihaa oikeeeesstiiii kivikautta !!!!!!!!!!! i like here', 'very nice experiences...Where is it???', 'Too bad our mallet broke! :) However, we managed to finish the work, and eventually erected the pole so that it looks at the river (since the pole represents ""River Spirit"" or ""Bringer of Fish""). Finer work on the piece was done with stone and bone tools. It also got amber eyes and some paint.', 'good']",10,0
264,https://www.youtube.com/watch?v=_egWujmdZtw,22,"Dec 13, 2010",0,no Comments ,0,0
265,https://www.youtube.com/watch?v=1G4_UKZupMU,1147,"Mar 1, 2010",0,no Comments ,3,2
266,https://www.youtube.com/watch?v=BO7KZKb9bkQ,749,"Aug 4, 2010",0,no Comments ,2,0
267,https://www.youtube.com/watch?v=XAmmOAJDUlk,6240,"Aug 8, 2011",3,"['My favorite Duck of all time.', 'This kid is my running back mentor', 'Duck going To Win the rose bowl']",13,0
268,https://www.youtube.com/watch?v=PW45er4Yng0,16,"Mar 19, 2011",0,no Comments ,0,0
269,https://www.youtube.com/watch?v=qH7mxpd33lk,4697,"May 29, 2011",0,no Comments ,16,1
270,https://www.youtube.com/watch?v=5-2x7SqmfD8,4853,"Jan 26, 2010",3,"['Great Video', 'Thats Whats Up!\nI see your off to a fast start, keep em coming.', 'This is a terrific idea. Need this in CT']",5,0
271,https://www.youtube.com/watch?v=fBflhHD8Tbk,22026,"Jun 12, 2010",0,no Comments ,110,133
272,https://www.youtube.com/watch?v=eSrmP4MrEug,6989,"Sep 9, 2015",5,"['Oe c vraiment pas mal 😊', 'Malheureusement ils sont plus la ..😔', 'Zot lamerik 😂😂', '❤️❤️❤️❤️❤️❤️ 21/09/2019 👌👌', 'C vraiment superr.....mais group la koT asterr']",118,0
273,https://www.youtube.com/watch?v=kb4GuHpwuSw,36959,"Jun 26, 2011",10,"['哈哈哈！只牛好使過馬', '00:22 말을 기다려주는 농부가 아름답다.', '💪', ""🙏🏼Peace and Blessings.\n\nThe horse has a mind of it's own.😁😁😁😁😁\nThe cow must be a female ... obedient 😗"", 'The view is very interesting,very smart to make land terracering lake that,thank yuo', '哈哈  那只马不听使', '看來驢（還是馬）？並不適合耕田，哈哈', 'very nice wel com India.', 'I think horse very tired or he hungry  he always stop not same cow', 'Horse is irritating']",203,15
274,https://www.youtube.com/watch?v=l0af7lErsSQ,3981,"Jan 29, 2010",2,"['Sig mari?\nLooooool', 'Zenfant pu kon zis sonne petard zot lol\nLeckraz pilon.']",22,2
275,https://www.youtube.com/watch?v=kOQ5sMkYe6E,2102,"Mar 13, 2010",0,no Comments ,4,0
276,https://www.youtube.com/watch?v=_-CvwC7H730,9,"Apr 15, 2011",0,no Comments ,1,0
277,https://www.youtube.com/watch?v=COeTB5LtH7Q,24579,"Jan 18, 2010",0,no Comments ,4,2
278,https://www.youtube.com/watch?v=oZ_bUzDEtac,26,"Feb 19, 2009",0,no Comments ,0,0
